etd_code,title,department,keywords,abstract
mae_etd_73,Shape Memory Assisted Self Healing (Smash) Polymeric and Composite Systems,Mechanical and Aerospace Engineering,"polymer coatings, polymer films, RPSM, self healing, shape memory, SMASH","My research aims to develop a novel approach that uses the shape memory (SM) effect to aid self healing (SH) polymeric systems that are able to simultaneously close and re-bond cracks with a single thermal stimulus. This new concept is termed shape memory assisted self healing (SMASH). Additionally, a new type of shape memory termed reversible plasticity shape memory (RPSM) was also developed where both the elastic and plastic deformation found after deformation completely recover upon a thermal stimulation. I aim to utilize a broad range of polymeric and composite systems that include a single phase semi-crystalline system, a single phase amorphous blend, and a combination of these two polymers in a composite elastomer system to prove the versatility of the SMASH and RPSM effects. Chapter 1 gives a polymer science background along with SM and SH material overview. Chapter 2 discusses the fabrication and analysis of miscible blends that show the SMASH and RPSM effect using a semi-crystalline polymer, poly(e-caprolactone) (PCL) to construct a SM PCL network (n-PCL) and PCL thermoplastic used as the SH agent (l-PCL). The PCL thermoplastic SH agent interpenetrated the n-PCL for form a single phase semi interpenetrating polymer network (SIPN). Films were made for testing to prove the SM and SH effects by varying the amount of SM network and SH agent to optimize both effects. Thermo-mechanical, tensile, and SH experiments were conducted to study the fixing, recovery and healing properties of the polymeric system. Chapter 3 focuses on a unique system for the fabrication of clear thin SMASH SIPN coatings that were developed for optical industrial applications. Here, an amorphous polymer composition, poly(tert-butyl acrylate) (poly(tBA)), was used in a blend of two forms, a network form for shape memory (n-tBA) and a linear form for self-healing (l-tBA), that, together, form a single phase SIPN. Thermal, thermo-mechanical, SM and SH scratch experiments were conducted to investigate both SM and SH mechanisms as influenced by the relative concentrations of n-tBA and l-tBA in the SIPN materials. Chapter 4 introduces for the first time an innovative smart polymeric soft material where aligned nanofibers are used to construct anisotropy embedded in an elastomeric matrix. This system, termed ""Anisotropic Shape Memory Elastomeric Composite"" (A-SMEC) was investigated for RPSM and SMASH properties. In addition, the anisotropic mechanical and shape memory properties were investigated and interpreted in light of the underlying structure. Chapter 5 builds upon the results of Chapter 4, presenting the fabrication and testing of laminated A-SMEC biomorphs that were designed to exploit anisotropic in RPSM behavior to yield predictably curled and twisted structures upon deformation. More specifically, the out-of-plane curvature and pitch were analyzed as a function of biomorph orientational lay-up. All polymeric systems described in this dissertation are examples of smart polymers that can be used to tailor mechanical performance while introducing new phenomena, such as self-healing, RPSM, and stretch-induced twisting. Chapter 6 discusses the conclusions followed by future work that are sub-sectioned for each chapter of the dissertation."
etd_409,Shape Memory Electrospun Scaffolds for Cell Mechanobiology and Bone Regenerative Applications,Biomedical and Chemical Engineering,"Bone regeneration, Cell mechanobiology, Shape memory polymers, Thermoresponsive","Tissue engineering scaffolds have traditionally been static physical structures poorly suited to mimick the complex dynamic behavior of in vivo microenvironments. Shape memory polymers (SMPs) may address this limitation. Recent work has achieved two-dimensional cytocompatible SMP substrates, of which the surface topography can be triggered to control cell behaviors. To enable further advances in “smart” functional tissue engineering scaffolds, the goal of this dissertation was to develop a programmable cytocompatible SMP scaffold and further investigate potential applications of the SMP scaffolds.To achieve this goal, in Chapter 2, synthesis and characterization of a family of polyhedral oligosilsesquioxane (POSS)-containing, polyester-based thermoplastic polyurethanes (TPUs) was investigated, and the effect of caprolactone content and water plasticization on the glass transition temperature of the TPUs was explored. In Chapter 3, a programmable SMP scaffold capable of changing shape and internal architecture under cytocompatible conditions was developed using electrospinning. Cell morphology—cytoskeletal and nuclear alignment—was found to be directed by shape-memory-actuated changes in scaffold shape and internal architecture. Furthermore, cells remained viable and attached before and after scaffold architectural change.The objective of Chapters 4 to 6 was to explore potential applications of programmable cytocompatible SMP scaffolds in bone regenerative medicine. In Chapter 4, the biomechanical feasibility of self-deploying shape memory polymer fixation—smart sleeve—was evaluated. The in vitro mechanical stabilization of the smart sleeve was compared to intramedullary (IM) nail using a mouse femoral transverse fracture model. The torsional mechanical stability provide by the smart sleeve was comparable to the IM nail; but the bending stability of the smart sleeve was significantly lower than the IM nail. In Chapter 5, the biological functionality of the smart sleeve employed as a supplementary stabilization device was investigated in an in vivo mouse critical-size defect model. Intraoperative deployment of the smart sleeve could be triggered by 45 °C saline irrigation. We found that the presence of the smart sleeve did not interfere with the bone healing process between the allograft and the native bone when compared to the allograft alone group. Finally, in Chapter 6, the deployable effect of the SMP scaffolds on the osteogenic differentiation capacity of human adipose-derived stem cells was evaluated. Successful osteogenic differentiation was demonstrated by the assessments of mineral deposition, alkaline phosphatase activity, and gene expression; no statistical difference was found between the active scaffolds and the static scaffolds.In this dissertation, programmable cytocompatible electrospun SMP scaffolds are developed and further employed to demonstrate their potential applications in cell mechanobiology and bone regeneration. In Chapter 7, conclusions and future directions are discussed and suggested for each chapter of this dissertation."
etd_378,Shape Memory Polymers as 2D Substrates and 3D Scaffolds for the Study of Cell Mechanobiology and Tissue Engineering,Biomedical and Chemical Engineering,"Bone, Cell Culture, Cell Tracking, Mechanobiology, Shape Memory Polymer, Tissue Engineering","Tissue engineering is a promising, fast-growing field that combines cells, signals, and scaffolds to regenerate damaged tissues. To develop new, functional, engineered tissues, it is becoming increasingly important to understand how cell-material interactions affect the cell mechanobiological response. As a result, recent efforts have focused on developing complex synthetic materials that can mimic the dynamic in vivo cell environment. In this work, shape memory polymers (SMPs) were employed to develop dynamic 2D substrates and 3D scaffolds that undergo programmed changes in shape under cell compatible conditions. These substrates and scaffolds were applied in vitro and in vivo to demonstrate their potential as platforms to study cell mechanobiology and as functional tissue engineered constructs.The first part of this dissertation describes the fabrication and application of an SMP bilayer system capable of forming nano-scale wrinkles under cytocompatible conditions. Wrinkled substrates with easily tunable characteristics were employed to control the degree of cell alignment, with increased wrinkle amplitude and wrinkle orientation resulting in increased cell alignment until reaching a point of saturation. Active wrinkling with attached and viable cells was found to enable cell alignment to be “turned-on” on command. Additionally, cell migration on wrinkled substrates was assessed using quantitative, statistical-physics-based metrics which revealed cell motility atop anisotropic wrinkled substrates and which was more oriented and persistent than cell motility atop flat isotropic controlsThe second part of this dissertation describes the fabrication and application of porous 3D SMPs capable of expanding under physiological temperatures. A modified porogen-leaching approached was employed to fabricate highly porous, interconnected SMP scaffolds with tunable properties. The potential of SMP foams for use as synthetic bone substitutes was demonstrated in a mouse segmental defect model, where expanding foams were deployed intraoperatively to fill and conform to a critical size defect. Stiff SMP foams were able to maintain defect stability in a load-bearing application and integrated with the native bone after 12 weeks. Furthermore, deployable SMP foams showed potential for use as deployable cell-based therapies to facilitate bone repair, as expanding foams were able to support osteogenic differentiation of attached stem cells.This work demonstrates the potential of SMPs to be employed as dynamic materials to study cell-material interactions in dynamic environments and to aid in the development of functional tissue engineered constructs."
etd_637,"Shells, Sheets, and Shapes",Physics,,"Topology and geometry provide a unique perspective to study many systems. In this thesis we discuss three distinct soft condensed matter systems: (i) elastic shells, including topological defects on an elastic shell and how the symmetry of defect structures affects a shell’s ability to sustain external pressure; (ii) droplet sheets, including how defects and curvature drive a square-to-triangular lattice transition in a droplet network; (iii) atomically-thin membranes, including the effective bending rigidity of a fluctuating ribbon and a spontaneous symmetry breaking phenomenon of a vibrating flap. In (i), as perfect crystalline order is incompatible with spherical topology, defects need to be introduced for any triangulation of a 2-sphere. We study how the stability of spherical crystalline shells under external pressure is influenced by the defect structure. In particular, we compare stability for shells with a minimal set of twelve +1 disclinations to shells with extended defect arrays (grain boundary “scars” with non-vanishing net disclination charge). We find that the critical pressure at which shells collapse is lowered for scarred configurations that break icosahedral symmetry and raised for scars that preserve icosahedral symmetry. The particular shapes which arise from breaking of an initial icosahedrally-symmetric shell depend on the F ?oppl-von K ?arm ?an number. In (ii), motivated by a recent experiment that prints tens of thousands of micron-sized aqueous droplets that bind by forming single lipid bilayers to form a cohesive network in bulk oil, we propose that this system is a model system to study lattice transitions that take place, for example, in colloidal crystals. In particular, we study the square-to-triangular lattice transition in 2D networks, where the transition is driven either by the explicit insertion of defects or by curving an initially flat lattice. In (iii), we use molecular dynamics to study the vibration of a thermally fluctuating 2D elastic ribbon clamped at both ends. We identify the eigenmodes from peaks in the frequency domain and track the dependence of the eigen-frequency of a given mode on the bending rigidity of the ribbon. With thermal contraction being taken care of, we define an effective bending rigidity using eigen-frequency and discuss the applicability of previous renormalization bending rigidity theory to the effective bending rigidity. Experimental realizations include two-dimensional atomically thin membranes such as graphene (see a recent experiment) and molybdenum disulfide or polymerized membranes. In the simulation of a flap, we find a spontaneous symmetry breaking phenomenon where the flap vibrates about a tilt plane in the upper or lower space.This thesis contains some unpublished results. Some problems need further exploration."
etd_460,Short-Term Incentive Effects of Temporary Full Capital Asset Expensing,Accounting,"2010 Tax Relief Act, bonus depreciation, capital asset expensing provisions, capital expenditures, Tax Relief, Unemployment Compensation Reauthorization, and Job Creation Act of 2010","The Tax Relief, Unemployment Compensation Reauthorization, and Job Creation Act of 2010 (2010 Tax Relief Act) temporarily modified capital asset expensing provisions, increasing the allowed bonus depreciation percentage from 50% to 100%. The legislative intent of the provision was to encourage capital investment by firms, although prior research suggests that capital expenditures did not increase during the availability of 30% or 50% bonus depreciation. I find that the availability of 100% bonus depreciation significantly increases the likelihood that firms increase capital expenditures, as well as increases the magnitude of capital expenditures. Overall, my evidence highlights how temporary changes in capital asset expensing provisions affect firms’ behavior with respect to investment decisions and that the market reacts both positively and negatively to those decisions."
etd_19,Silence Is Golden: Older Women's Voices and The Analysis Of Meaning Among Survivor's Of Domestic Violence,Social Sciences,"domestic violence, older women","Current estimates indicate that upwards of 3,000,000 women a year are physically abused by an intimate partner, however, it is important to note that serious limitations associated with these estimates exist. Despite media campaigns, educational efforts, community outreach, and legislation, the majority of intimate partner violence that occurs in the United States continues to go unreported. While there is a vast literature on domestic violence, the focus has been on the experiences and outcomes of younger women. Very few studies have investigated the experiences of older women as survivors of domestic violence who came of age in an era of traditional gender values when men had authority and dominion over women, and there was no public acknowledgement of domestic violence. Little is known about the meaning older women make of their experiences with and beyond domestic violence, or the lifetime effect domestic violence has on women as they age.The purpose of this qualitative study was to explore the ways in which older women make meaning of their experiences with domestic violence. The intent was to center on and illuminate the lives of older women survivors of domestic violence- the ways that they have come to understand and work through the complicated emotions and relationships in the wake of the abuse, and how they have constructed their identities around the experience. Additionally, I wanted to expose the institutional structures, forces, and ""wordless authorities"" that worked to subordinate these women and keep them silent.Life history interviews of 15 older women survivors, aged 60 to 89, were collected and analyzed. Four of the women were Native American and eleven of the women were white. Findings highlight the link between family of origin and individual development, and the influence that the family of origin has on later life values and actions. Several major themes emerged from the interviews related to the development of self-esteem, the loss of innocence, timing & decision making, divorce stigma, support, intimacy, remorse, and resilience. Race and age-related differences indicated that the younger women were less effected by traditional family values and divorce stigma; women who left their abusers very early in the relationship generally had better physical, psychological, and social outcomes, as did their children; and Native women were quicker to act on the decision to leave, were more focused and successful at restoring balance to their lives, were more forgiving of their partner's, and dwelled less on feelings of remorse or regret. All of the women spoke of the gender restrictions they faced, usually reflecting on `a different time' to account for their subordination, but they didn't question their scripted roles or responsibilities as women, wives, and mothers. Some of the older women, despite their personal histories of violence and abuse at the hand of their husbands, continue to feel that men should have authority over women in marriage."
etd_571,"Skirt Patrol: American Women in Uniformed Service, 1915-1950",History,"fashion, uniforms, women, Women's Army Corps, World War I, World War II","""Skirt Patrol: American Women in Uniformed Service, 1915-1950"" explores the intersection of uniform dress and American women's martial citizenship during the world wars. In both World War I and World War II, women in uniform formed the vanguard for the expansion of women's role as American citizens. In the first half of the 20th century the contours of that expansion were military. Women seeking to expand the boundaries of their roles in American life--whether fighting against or allying themselves with existing structures--garbed themselves in military dress to do so. They presented themselves as uniformed citizens in their own military or volunteer service, as well as their official correspondence and newsletters. Organizations saw the uniform as an integral component of membership, even when made up of civilian volunteers, and presented themselves as such in materials intended for the public.  Popular media used references to uniforms as means of both praising and criticizing the military service of women, and the women's military services used their uniforms to respond. This dissertation argues that military and military-style uniforms provided a means to press for and a vocabulary to discuss women's martial citizenship in America during the World Wars. Uniforms were an integral part of the expansion of women's public roles in wartime."
busad_etd_93,Small Audit Firms and Earnings Manipulations,Business Administration,"audit quality, earnings management, real earnings management, small audit firms","This paper examines the monitoring role of small audit firms (i.e., those with 100 or fewer clients who are subject to different levels of oversight by the PCAOB) on earnings management. Specifically, I examine the relationship between earnings manipulations and the use of small audit firms. I find that small audit firms are less able to constrain managers' opportunistic use of discretionary accruals. However I find no evidence that small audit firms are associated with real activities manipulation. By investigating a specific group of audit firms that are the smallest in the audit market, this study extends our understanding of the role of audit firm size in audit quality."
etd_523,"Social Beliefs, Agonistic Goals, Anger, and Biased Perceptions of Outgroups: A Social Action Theory of Covert Racial Prejudice",Psychology,"Attitudes, Beliefs, Motives, Perception, Racial Discrimination, Social Action Theory","Racial prejudice and discrimination are an important societal and public health problem.  Approaches to understanding the origins of prejudice and discrimination have focused on attitudes, both overt (explicit) and covert (implicit).  But attitudes correlate only modestly with implicit biases and explicit discriminatory behavior.  Drawing on Social Action Theory, this study tested the hypothesis that the relationship between racial attitudes and implicit biases / overt discrimination is moderated by socially-induced personal regulatory struggles that take the form of agonistic striving, or persistently seeking to influence or control other people.  The research tested the hypotheses that agonistic striving fosters implicit racial biases and discrimination by (a) inducing states of hyper-alert vigilance to social threats; and (b) fostering reactive anger when personal strivings are threatened.  These reactions magnify the connection between disparaging social beliefs about subordinate groups and the perception that individuals from this group are dangerous.  Participants were 150 college students (mean age = 18.8 +1.4 years); 57% female; Caucasian) enrolled in an introductory psychology course.  Social beliefs were assessed with the Modern Racism Scale and the Social Dominance Orientation scale; agonistic strivings with the Social Competence Interview; covert racial biases with the Race Implicit Association Test; and explicit racial discrimination behavior with a job qualifications rating task. The social action theory taxonomy of regulatory strivings was replicated in this sample. Tests of study hypothesis indicated that implicit racial biases were associated with social dominance beliefs but not with modern racism, agonistic vigilance, or reactive anger. Overt racial discrimination was associated with agonistic reactive anger but not with agonistic vigilance or social beliefs.  Findings suggest ways to improve research on racial discrimination, and point to social-structural and psycho-educational interventions to curb discrimination and enhance public health."
psy_etd_168,Social Comparison Theory in the Context of Chronic Illness: Predictors and Consequences of Target Selection among Individuals with Type 2 Diabetes,Psychology,"Chronic Illness, Diabetes, Health Behavior, Motivation, Self-Care, Social Comparison","Individuals often compare themselves to others (i.e., social comparisons) in order to determine their status in a given domain. Social comparisons may be particularly important for patients with chronic illness; patients often experience uncertainty and anxiety about their health, which increase the likelihood and utility of social comparisons. Among patients, social comparisons can have both positive and negative health-related consequences (for affect, motivation to improve one's health care behaviors, etc.), depending upon several contextual features. Various steps in the social comparison process have been proposed, but not tested directly. The present study is an examination of the social comparison process among patients with Type 2 Diabetes Mellitus (T2DM) - a condition that is a growing public health concern for which psychosocial interventions can be beneficial. Patient participants used a web-mediated program to self-report individual difference characteristics prior to selecting from four comparison targets (descriptions of other patients with T2DM). Patients then rated their motivations for selection, read a description of their chosen patient, and reported on their response (e.g., current affect, motivation to improve self-care). Patients who endorsed greater symptom severity were more likely to choose sicker comparison targets, but choice was unrelated to personality characteristics. A model that incorporated several individual difference factors thought to be related to social comparison had moderate predictive value for comparison choice. The extent to which patients focused on differences and similarities between themselves and their chosen targets moderated affective and motivational response (respectively). These findings may contribute to the improvement of psychosocial interventions for patients with T2DM and other illnesses (e.g., components of cognitive intervention, educational materials that include patient testimonials, the composition of support groups)."
etd_211,Social Equality: On The Aim Of Distributive Justice,Philosophy,"egalitarianism, Rawls","One of the main debates in left political philosophy is that between social and luck egalitarians. Social egalitarians maintain that the aim of distributive of justice is to bring about socially equal relationships. By contrast, luck egalitarianism holds that the point of justice is ensure that distributive shares are unaffected by brute luck. In my dissertation, I defend social egalitarianism against luck egalitarianism through a series of essays on applied topics.In Chapter One, I discuss Rawls's principle fair equality of opportunity (FEO), which states that the equally talented and motivated ought to have equal prospects of securing jobs and other positions of social advantage. Rawls gives this principle lexical priority over the difference principle (the principle that economic inequalities are just only when they work to maximally benefit the least advantaged), where this priority means that it is wrong to sacrifice FEO to realize more fully the aims of the difference principle. Many prominent luck egalitarians reject Rawls's contention that FEO is lexically prior. I show why they are mistaken.In my second chapter, I discuss when FEO ought to obtain. Most philosophers think that FEO should obtain only once in peoples' lives - at the onset of adulthood - but I argue that we should reject one-off FEO. I show how the one-off view appears attractive only if we assume that luck egalitarianism is true. I maintain that once we embrace social egalitarianism, then we should endorse a different temporal conception of FEO. I argue that FEO should ultimately obtain intermittently throughout adults' lives.In Chapter Three, I investigate where a concern for responsibility might fit into social egalitarian theories like Rawls's. I argue that we should amend the difference principle in the following way: those whose position the difference principle aims to maximally improve (the ""least advantaged"") should include only those persons that lack a range of other viable occupational options in higher economic tiers. In other words, the talented and skilled who occupy the lowest economic strata despite having better options available should be taxed at a higher rate than everyone else in the bottom income bracket. Talented and skilled people should expect as a matter of justice to contribute to production in such a way that efficiently makes use of their skills. By amending the difference principle in this way, I offer a unique approach to the concern for responsibility, which is distinct from what animates luck egalitarian criticisms of Rawlsian principles.Finally, in Chapter Four, I investigate how, if at all, FEO should constrain parents' partial behavior toward their children. I argue that the most influential view about this - Harry Brighouse and Adam Swift's, which is motivated by luck egalitarianism - is implausibly restrictive. Nevertheless, Brighouse and Swift are right to contend that parents' behavior should be constrained to some extent. I then propose an alternative social egalitarian account that aims to avoid the negative implications of Brighouse and Swift's view."
etd_539,SOCIAL MEDIA: ENHANCING THE U.S. MILITARY’S  COMMUNICATION WITH ITS TARGET AUDIENCE,Public Relations,"Communication, Military, Public Affairs, Public Relations, Social Media, Target Audience","The purpose of this qualitative research analysis is to highlight the key changes over the last decade that influenced the U.S. Military to redirect its efforts of ignoring social media, to make it one of its major contributing asset to effective communication. I will examine my findings by answering the following questions to prove or deny that social media has enhanced the U.S. Military’s communication with its target audience. The first question is-Why did the U.S. Military change its strategy on using social media to manage communication? I am aiming to find out who or what events influenced this change and how long it took to make these changes. I hope to outline key lessons learned and the benefit of becoming pro-social media.The second question-What are the current procedures, practices and issues with the U.S. Military’s plan for managing social media? I aim to find out if the U.S. Military is effective with its current ability to manage themes and messages by use of social media.Third question is-Learning from a decade of communication through social media, what is the future of the U.S. Military’s social media plan? What have public affairs officers learned from past and current operations to help pave a new path for effective communication in an ever changing social media driven society.During the research process for this study, 20 public affairs officers (PAO) randomly selected from the five branches of U.S. Military service were interviewed to gain insight on the effectiveness of its communication. While this is only a small number and not a representation of the whole U.S. Military, it provided sufficient information to prove the desired hypothesis.While interviewed these 20 PAOs all three research questions were answered regarding the U.S. Military’s effectiveness while communicating, concerns with the current nature of communication and recommendations for the future to make communication even more effective."
etd_722,Social Security under Decentralized Authoritarianism: Politics of The Public Pension Program in China,Political Science,"Center-local relations, China, Old-age pension, Subnational variations","Welfare provisions are commonly regarded as an intrinsic product of democracy. Why do authoritarian rulers provide welfare programs to the people? How do authoritarian rulers promote welfare development under decentralized authoritarianism? This dissertation investigates these theoretical puzzles through a detailed study of the urban pension program for enterprise employees in authoritarian China. The decentralized fiscal and administrative structure in China makes the operation of the pension program a particularly challenging one. What are the redistributive incentives of the Chinese rulers? How does the central government differ from local governments in their redistributive calculation? How do these two levels of governments interact to ensure implementation of an expensive pension program? These are the questions this dissertation is set to address. This dissertation argues that while the Chinese central government more resembles long-sighted rulers and emphasizes welfare development, subnational governments are more short-sighted, being more motivated to promote short-term economic growth. The conflict of interests between these two actors leads to the classic principal-agent problem. This dissertation argues that the center uses fiscal subsidies as a leash to lead and restrain subnational governments, particularly those from regions with strategic importance to the center, to ensure proper implementation of the desired pension program. As the center’s fiscal subsidies reduce the costs of welfare programs, subnational governments with center fiscal support are more incentivized to promote welfare development. Therefore, the center’s subsidy program creates an uneven base of redistributive incentives for its subnational rulers. In addition to the availability of center fiscal support, this dissertation contends that the level of economic openness in a locality also shapes subnational governments’ redistributive incentives. Being afraid of capital flight, subnational governments in localities with a higher level of economic openness oftentimes discount welfare responsibility for investors with mobile assets. In localities where state-owned investments account for a larger share of the economy, the governments can impose higher taxes for welfare development. By combining these two factors – the availability of center fiscal support, and the level of economic openness – this study proposes five types of fiscal structure of the pension program at the subnational level.This dissertation’s contribution is threefold. First, it promises to enrich the existing literature on comparative welfare states, by filling the void in the redistributive incentives of authoritarian rulers. Second, instead of treating authoritarian rulers as a unitary actor, this study highlights the role of subnational governments in welfare politics, and details the center-local interplays in redistribution under the Chinese decentralized political system. This dissertation finds that the center uses fiscal subsidy programs to regulate its subnational governments. In so doing, this study also sheds new light on center-local relations in Chinese politics. Third, instead of attributing the Chinese regime’s authoritarian resilience to formal institutions, this dissertation contends that welfare programs, like the urban pension program, are employed by Chinese rulers to pre-empt and resolve public oppositions and thus to increase the regime’s resilience."
it_etd_79,Social Technologies and Informal Knowledge Sharing within and across Organizations,Information Science and Technology,"Informal ties, Knowledge sharing, Social media, Social technologies, Sociotechnical","This doctoral dissertation is focused on both empirical and conceptual contributions relative to the roles social technologies play in informal knowledge sharing practices, both within and across organizations. Social technologies include (a) traditional social technologies (e.g., email, phone and instant messengers), (b) emerging social networking technologies commonly known as social media, such as blogs, wikis, major public social networking sites (e.g., Facebook, Twitter and LinkedIn), and (c) enterprise social networking technologies controlled by a host organization ( e.g., SocialText). The rapid uptake of social technologies, combined with growing interest in their broader social implications, raises pertinent questions about uses for knowledge sharing in organizations. The work reported in this thesis is motivated by two broad phenomena: (1) the importance of informal knowledge-sharing in organizations and (2) the rapid rise in the variety and prevalence of social technologies.The empirical basis of this research is a field study focused on the uses of social technologies by knowledge workers, specifically those in consulting firms. Building from the theoretical lenses of sociomateriality, structuration, and technological frames, the findings from this work advances our understanding of: (1) the ways social technologies are used in combination as a suite of tools, (2) the ways in which organizational norms, policies, and arrangements shape the uses of social technologies for knowledge practices, and (3) the variations in uses of social technologies by different groups of knowledge workers.The theoretical contribution of this work is to conceptualize the suite of social technologies used to support and enable knowledge workers is a more useful approach than the single-technological-tool-in-isolation approach, which is the norm in studies of computing. A second contribution of this work is to situate social technologies-in-use through incorporating complementary theoretical concepts: technology-mediated knowledge practices, social structures of organizations, and workers' distinct interpretations of social technologies (technological frames). Practical implications arising from this study both inform the ways social technologies can be collectively integrated in work practices and inform the design and implementation of social technologies for accommodating different needs and preferences of knowledge workers. This research also generates insight into how organizations can craft policies that realistically regulate the use of social technologies, while empowering individual workers to optimize their knowledge sharing capacity by supporting informal engagement via social technologies."
cfs_etd_67,Socio-Cultural Influences on Adolescent Smoking in Mainland China: The Mediating Role of Smoking-Related Cognitions,Child and Family Studies,"adolescent smoking, cognition, parenting practices, socio-cultural influences","The etiology of smoking behaviors involves the interplay among multiple systems at the cultural, familial, and personal levels, but few investigations have explored the effects of multiple environments on adolescent smoking behaviors. Survey data were collected from 658 parent-child dyads of Chinese adolescents aged between 14 and 17 years from Jiande, Zhejiang province in mainland China. Using data from multiple informants, the direct and indirect roles of socio-cultural influences, parenting strategies, smoking-specific parenting behaviors, and smoking-related cognitions on adolescent smoking behaviors were examined. Results indicated that smoking-related cultural values, extended family members smoking, and parental psychological control had direct effects on Chinese adolescents smoking behaviors. Smoking-related cultural values, parent smoking, and health-related values had indirect effects on adolescent smoking behaviors through smoking-related cognitions. Psychological control, frequency of communication about smoking, disapproval of adolescent smoking, and home rules against smoking indirectly influenced adolescent smoking behaviors through smoking-related cognitions. A sub-analysis of 496 nonsmoking adolescents revealed similar pathways linking socio-cultural and parenting influences on adolescent intention to smoke. The findings from this study provide valuable information for the development of prevention and intervention programs targeting adolescent smoking."
etd_374,Soft Reversible Actuator based on Shape Memory Polymer,Biomedical and Chemical Engineering,,"My research employs two shape memory polymer based approaches to develop thermally-triggered soft reversible actuators. Our approaches throughout this thesis aim at developing soft actuators with both simple and complex geometries that have the spatial control over actuation shapes, which makes them desirable for a broad range of applications.In this thesis, we employed a porous poly (caprolactone) (PCL) shape memory polymer foam infiltrated with PDMS elastomeric matrix to fabricate the actuators. Thermal/mechanical characterizations were used to demonstrate good thermal properties and thermomechanical behavior of materials and composites. Scanning electron microscopy was conducted to illustrate the morphology of the composite actuators and PCL foam. Thermomechanical experiments and self-actuation tests were performed to demonstrate the good reversible actuation of the composite actuators."
etd_744,Software Performance Estimation Using Feedback-Directed Analysis,Electrical Engineering and Computer Science,"Dynamic Analysis, Estimation, Knowledge base, Performance Similarity, Software performance, Static Analysis","Software performance is considered a major concern when writing efficient code. In the past, developers were aware of the target’s organization and could easily determine the effect of an instruction on performance. The advent of high-level languages abstracted most of the target features that were at the core of assembly programming. Soon, developers started relying on asymptotic notations to describe the limiting behavior of code. However, this notation only describes how code tends to respond when the problem size grows but gives no insight on its real performance. To get a real performance estimate, the code has to be run or profiled. Nonetheless, running the code might be costly when the problem size is extremely large in some application domains such as numerical analysis. We propose a technique to estimate source code performance around compile time, before most of the code has been run. Our technique relies on the knowledge accumulated from benchmarked codes that have similar characteristics to the code at hand. To achieve this, (1) we study the effects of memory accesses, dependences and operations on performance; (2) define a performance similarity metric; (3) perform static analysis on the code-of-interest to extract important regions; (4) match these regions against a knowledge base of benchmarked codes; and (5) instrument the code and capture just-enough concrete program behavior through dynamic analysis to allow querying the knowledge base for similar behavior. We developed the SoPE framework as a compiler plugin which performs the aforementioned analyses, and reports the performance estimate of the code-of-interest at the end of compilation. Our estimates follow the concretely-run program performances."
etd_116,Solving time domain scattering and radiation problems in a marching-on-in-degree technique for method of moment,Electrical Engineering and Computer Science,"Electromagnetics, Laguerre Transform, Marching-on-in-degree, Method of moment, Numerical Method, Parallel computing","The time domain method of moment has been proposed for a long time. The marching-on-in-time solver suffers from late time instability, while the marching-on-in-degree technique can avoid this problem.This thesis introduces a new temporal basis function and a new Green's function form that improves the computation speed of the marching-on-in-degree technique. This method can be used for the perfect conductor and can also be applied to conductors with loss or dielectric.As a method of moment solver, this marching-on-in-degree technique must solve a dense matrix equation and it may be time consuming if the objects are very large. Therefore, parallelization and a hybrid method are also proposed to handle large objects.This thesis will cover all my improvements to the time domain marching-on-in-degree method."
etd_474,"Southerners and the City: Queer Archives, Backward Temporalities, and the Emergence of AIDS",Communication and Rhetorical Studies,"AIDS, performance, queer archives, southern culture, temporality","This project is a rumination on the rhetorical stylistics of queer men who performed southern culture in New York City during the first and second waves of the American HIV/AIDS crisis (1982-1992). I examine “the transplant archive,” a self-compiled assemblage of archival fragments representing the lives of three unrelated American southern transplants who lived in NYC and were in some way affected by the emergence of HIV/AIDS. Methodologically, I bend the boundary between archival and critical ethnographic research by placing myself – my own sensory experience and positionality – within the archive. I argue that collectively these texts create cultural memories of AIDS via a stylization of southernness, which illuminates the performative potential of “doing” southern culture as a way of discombobulating the predominant logics of futurity and resisting the effects of a heteronormative linear temporal order brought about by the larger United States public sphere. I infer that each of the figures I analyze illustrates a southern style that productively functions as a backward temporal regression, simultaneously a backwardness in time and a backwardness that culturally functions as a signifier of southernness. More specifically, I insist that through their southern performances, each featured transplant rhetorically constructs their own temporality against the ominous risk of HIV/AIDS."
